Drug_ATC,Drug_name,Side_effect,Freq_media
N06AX12,bupropion,Anaemia,0.0005
N06AX12,bupropion,Angioedema,0.0005
N06AX12,bupropion,Decreased appetite,0.0456
N06AX12,bupropion,Anxiety,0.0483076923076923
N06AX12,bupropion,Aphasia,0.0005
N06AX12,bupropion,Arrhythmia,0.048
N06AX12,bupropion,Arthralgia,0.0208636363636363
N06AX12,bupropion,Musculoskeletal discomfort,0.024695652173913
N06AX12,bupropion,Arthritis,0.0130833333333333
N06AX12,bupropion,Asthenia,0.0859375
N06AX12,bupropion,Ataxia,0.1686666666666666
N06AX12,bupropion,Back pain,0.0199999999999999
N06AX12,bupropion,Breast disorder,0.0125
N06AX12,bupropion,Bronchospasm,0.0005
N06AX12,bupropion,Bronchitis,0.0065
N06AX12,bupropion,Bruxism,0.003
N06AX12,bupropion,Cardiovascular disorder,0.0005
N06AX12,bupropion,Neck pain,0.0088333333333333
N06AX12,bupropion,Chest pain,0.0171875
N06AX12,bupropion,Musculoskeletal chest pain,0.0021666666666666
N06AX12,bupropion,Colitis,0.0005
N06AX12,bupropion,Coma,0.0005
N06AX12,bupropion,Infection,0.0596428571428571
N06AX12,bupropion,Confusional state,0.03475
N06AX12,bupropion,Feeling abnormal,0.0233333333333333
N06AX12,bupropion,Constipation,0.0887692307692307
N06AX12,bupropion,Cough,0.0265
N06AX12,bupropion,Cystitis noninfective,0.0005
N06AX12,bupropion,Cystitis,0.0005
N06AX12,bupropion,Bladder pain,0.0005
N06AX12,bupropion,Deafness,0.0005
N06AX12,bupropion,Disturbance in sexual arousal,0.0643888888888888
N06AX12,bupropion,Libido decreased,0.0105714285714285
N06AX12,bupropion,Dysphagia,0.0052
N06AX12,bupropion,Delirium,0.0005
N06AX12,bupropion,Delusion,0.0078333333333333
N06AX12,bupropion,Depersonalisation,0.003
N06AX12,bupropion,Dermatitis exfoliative,0.0005
N06AX12,bupropion,Diarrhoea,0.0517272727272727
N06AX12,bupropion,Diplopia,0.0959999999999999
N06AX12,bupropion,Dizziness,0.0724117647058823
N06AX12,bupropion,Osteoarthritis,0.003
N06AX12,bupropion,Dysarthria,0.003
N06AX12,bupropion,Dysgeusia,0.01775
N06AX12,bupropion,Dyskinesia,0.25275
N06AX12,bupropion,Dysmenorrhoea,0.0125
N06AX12,bupropion,Dyspepsia,0.0936
N06AX12,bupropion,Dyspnoea,0.0076666666666666
N06AX12,bupropion,Dysuria,0.0005
N06AX12,bupropion,Ecchymosis,0.003
N06AX12,bupropion,Oedema,0.1703333333333333
N06AX12,bupropion,Enuresis,0.0005
N06AX12,bupropion,Epistaxis,0.007625
N06AX12,bupropion,Erythema multiforme,0.0005
N06AX12,bupropion,Oesophagitis,0.0005
N06AX12,bupropion,Rash,0.0542058823529411
N06AX12,bupropion,Dermatitis,0.0542058823529411
N06AX12,bupropion,Extrapyramidal disorder,0.0005
N06AX12,bupropion,Fatigue,0.068
N06AX12,bupropion,Body temperature increased,0.0920833333333333
N06AX12,bupropion,Flatulence,0.0950714285714285
N06AX12,bupropion,Flushing,0.0113
N06AX12,bupropion,Female sexual arousal disorder,0.0055
N06AX12,bupropion,Gastrooesophageal reflux disease,0.003
N06AX12,bupropion,Gastrointestinal disorder,0.1770806666666666
N06AX12,bupropion,Gastrointestinal haemorrhage,0.0005
N06AX12,bupropion,Gingival bleeding,0.0005
N06AX12,bupropion,Gingivitis,0.003
N06AX12,bupropion,Angle closure glaucoma,0.0005
N06AX12,bupropion,Glossitis,0.0021666666666666
N06AX12,bupropion,Glycosuria,0.0005
N06AX12,bupropion,Gynaecomastia,0.003
N06AX12,bupropion,Hallucination,0.25275
N06AX12,bupropion,Headache,0.2395
N06AX12,bupropion,Hepatitis,0.0005
N06AX12,bupropion,Inguinal hernia,0.003
N06AX12,bupropion,Hirsutism,0.0005
N06AX12,bupropion,Hostility,0.025
N06AX12,bupropion,Hyperglycaemia,0.0005
N06AX12,bupropion,Hyperhidrosis,0.10955
N06AX12,bupropion,Hypersensitivity,0.0035
N06AX12,bupropion,Type IV hypersensitivity reaction,0.0005
N06AX12,bupropion,Hypertension,0.0124375
N06AX12,bupropion,Hypoaesthesia,0.003
N06AX12,bupropion,Hypoglycaemia,0.0005
N06AX12,bupropion,Hypotension,0.0158333333333333
N06AX12,bupropion,Orthostatic hypotension,0.003
N06AX12,bupropion,Inappropriate antidiuretic hormone secretion,0.0005
N06AX12,bupropion,Libido increased,0.25275
N06AX12,bupropion,Influenza,0.039
N06AX12,bupropion,Intestinal perforation,0.0005
N06AX12,bupropion,Irritability,0.0732777777777777
N06AX12,bupropion,Jaundice,0.003
N06AX12,bupropion,Dry eye,0.003
N06AX12,bupropion,Muscle spasms,0.0138888888888888
N06AX12,bupropion,Leukocytosis,0.0005
N06AX12,bupropion,Leukopenia,0.0005
N06AX12,bupropion,Mediastinal disorder,0.035
N06AX12,bupropion,Menopause,0.0005
N06AX12,bupropion,Hypertonia,0.0066
N06AX12,bupropion,Muscle rigidity,0.0005
N06AX12,bupropion,Mydriasis,0.003
N06AX12,bupropion,Myocardial infarction,0.0005
N06AX12,bupropion,Acute coronary syndrome,0.0005
N06AX12,bupropion,Myoclonus,0.505
N06AX12,bupropion,Nasopharyngitis,0.125
N06AX12,bupropion,Nausea,0.0915625
N06AX12,bupropion,Nervous system disorder,0.3044894999999999
N06AX12,bupropion,Nervousness,0.0301818181818181
N06AX12,bupropion,Tension,0.0306999999999999
N06AX12,bupropion,Neuralgia,0.0005
N06AX12,bupropion,Nocturia,0.505
N06AX12,bupropion,Ovarian disorder,0.0005
N06AX12,bupropion,Pain,0.0149444444444444
N06AX12,bupropion,Pain in extremity,0.0233333333333333
N06AX12,bupropion,Pallor,0.0005
N06AX12,bupropion,Palpitations,0.0214
N06AX12,bupropion,Pancreatitis,0.0005
N06AX12,bupropion,Pancytopenia,0.0005
N06AX12,bupropion,Paraesthesia,0.0092
N06AX12,bupropion,Pelvic infection,0.0005
N06AX12,bupropion,Pharyngitis,0.03
N06AX12,bupropion,Phlebitis,0.0005
N06AX12,bupropion,Pneumonia,0.0005
N06AX12,bupropion,Polyuria,0.003
N06AX12,bupropion,Urine output increased,0.003
N06AX12,bupropion,Prostatic disorder,0.003
N06AX12,bupropion,Pruritus,0.0205833333333333
N06AX12,bupropion,Psychotic disorder,0.0055
N06AX12,bupropion,Pulmonary embolism,0.0005
N06AX12,bupropion,Rhabdomyolysis,0.0005
N06AX12,bupropion,Rhinitis,0.0945714285714285
N06AX12,bupropion,Salpingitis,0.0005
N06AX12,bupropion,Sciatica,0.0005
N06AX12,bupropion,Convulsion,0.1686666666666666
N06AX12,bupropion,Serum sickness,0.0005
N06AX12,bupropion,Salivary hypersecretion,0.003
N06AX12,bupropion,Sinusitis,0.0241
N06AX12,bupropion,Skin disorder,0.0226666666666666
N06AX12,bupropion,Stevens-Johnson syndrome,0.0005
N06AX12,bupropion,Gastric ulcer,0.0005
N06AX12,bupropion,Stomatitis,0.0970909090909091
N06AX12,bupropion,Cerebrovascular accident,0.003
N06AX12,bupropion,Completed suicide,0.0005
N06AX12,bupropion,Suicide attempt,0.0005
N06AX12,bupropion,Photosensitivity reaction,0.0029999999999999
N06AX12,bupropion,Loss of consciousness,0.0045
N06AX12,bupropion,Shock,0.0045
N06AX12,bupropion,Syncope,0.0045
N06AX12,bupropion,Tachycardia,0.0324285714285714
N06AX12,bupropion,Thirst,0.0062
N06AX12,bupropion,Thrombocytopenia,0.0005
N06AX12,bupropion,Tinnitus,0.019875
N06AX12,bupropion,Toothache,0.0055
N06AX12,bupropion,Tremor,0.0405384615384615
N06AX12,bupropion,Upper respiratory tract infection,0.0849999999999999
N06AX12,bupropion,Pollakiuria,0.0590416666666666
N06AX12,bupropion,Urinary incontinence,0.0005
N06AX12,bupropion,Urinary tract infection,0.0072999999999999
N06AX12,bupropion,Urethral disorder,0.0005
N06AX12,bupropion,Urinary tract disorder,0.0005
N06AX12,bupropion,Urticaria,0.0075
N06AX12,bupropion,Vaginal infection,0.0005
N06AX12,bupropion,Vaginal inflammation,0.0005
N06AX12,bupropion,Angiopathy,0.012874
N06AX12,bupropion,Vasodilation procedure,0.003
N06AX12,bupropion,Vertigo,0.003
N06AX12,bupropion,Vomiting,0.10765
N06AX12,bupropion,Weight increased,0.09225
N06AX12,bupropion,Weight decreased,0.232
N06AX12,bupropion,Dry mouth,0.134125
N06AX12,bupropion,Urinary retention,0.0138333333333333
N06AX12,bupropion,Chills,0.00575
N06AX12,bupropion,Skin odour abnormal,0.0005
N06AX12,bupropion,Micturition urgency,0.0065
N06AX12,bupropion,Akinesia,0.0554999999999999
N06AX12,bupropion,Agitation,0.08103125
N06AX12,bupropion,Mood swings,0.003
N06AX12,bupropion,Affect lability,0.003
N06AX12,bupropion,Oedema peripheral,0.003
N06AX12,bupropion,Hypokinesia,0.0005
N06AX12,bupropion,Hepatic function abnormal,0.003
N06AX12,bupropion,Mouth ulceration,0.0092
N06AX12,bupropion,Migraine,0.0489999999999999
N06AX12,bupropion,Application site reaction,0.125
N06AX12,bupropion,Atrioventricular block complete,0.0005
N06AX12,bupropion,Tongue oedema,0.0005
N06AX12,bupropion,Tongue disorder,0.0005
N06AX12,bupropion,Electroencephalogram abnormal,0.0005
N06AX12,bupropion,Injury,0.0145
N06AX12,bupropion,Hepatocellular injury,0.003
N06AX12,bupropion,Liver injury,0.003
N06AX12,bupropion,Mania,0.3368333333333333
N06AX12,bupropion,Muscular weakness,0.0005
N06AX12,bupropion,Paranoia,0.0038333333333333
N06AX12,bupropion,Dry skin,0.0065
N06AX12,bupropion,Sensory disturbance,0.036
N06AX12,bupropion,Malnutrition,0.025
N06AX12,bupropion,Malaise,0.0005
N06AX12,bupropion,Discomfort,0.0005
N06AX12,bupropion,Ill-defined disorder,0.0005
N06AX12,bupropion,Myalgia,0.0282083333333333
N06AX12,bupropion,Muscle twitching,0.0078333333333333
N06AX12,bupropion,Increased appetite,0.0209999999999999
N06AX12,bupropion,Disturbance in attention,0.03825
N06AX12,bupropion,Dysphoria,0.0085
N06AX12,bupropion,Bradykinesia,0.0829999999999999
N06AX12,bupropion,Mental disability,0.0457999999999999
N06AX12,bupropion,Derealisation,0.0005
N06AX12,bupropion,Memory impairment,0.0055
N06AX12,bupropion,Painful erection,0.003
N06AX12,bupropion,Abnormal dreams,0.025
N06AX12,bupropion,Intraocular pressure increased,0.0005
N06AX12,bupropion,Euphoric mood,0.0058333333333333
N06AX12,bupropion,Insomnia,0.1824117647058823
N06AX12,bupropion,Swollen tongue,0.0005
N06AX12,bupropion,Gingival pain,0.0055
N06AX12,bupropion,Hypomania,0.1686666666666666
N06AX12,bupropion,Erectile dysfunction,0.01775
N06AX12,bupropion,Parkinsonism,0.0155
N06AX12,bupropion,Hearing impaired,0.0424999999999999
N06AX12,bupropion,Painful ejaculation,0.0005
N06AX12,bupropion,Extrasystoles,0.003
N06AX12,bupropion,Vision blurred,0.1177857142857142
N06AX12,bupropion,Akathisia,0.013
N06AX12,bupropion,Influenza like illness,0.25275
N06AX12,bupropion,Rash maculo-papular,0.0005
N06AX12,bupropion,Suicidal ideation,0.0021666666666666
N06AX12,bupropion,Hyperkinesia,0.003
N06AX12,bupropion,Neuropathy peripheral,0.0005
N06AX12,bupropion,Hair colour changes,0.0005
N06AX12,bupropion,Lymphadenopathy,0.0005
N06AX12,bupropion,Coordination abnormal,0.1703333333333333
N06AX12,bupropion,Face oedema,0.0035
N06AX12,bupropion,Visual impairment,0.003
N06AX12,bupropion,Feeling jittery,0.025
N06AX12,bupropion,Sexual dysfunction,0.505
N06AX12,bupropion,Vulvovaginal discomfort,0.0055
N06AX12,bupropion,Hot flush,0.0118333333333333
N06AX12,bupropion,Menopausal symptoms,0.0118333333333333
N06AX12,bupropion,Tardive dyskinesia,0.0005
N06AX12,bupropion,Neurological examination abnormal,0.0005
N06AX12,bupropion,Dyspareunia,0.0005
N06AX12,bupropion,Testicular swelling,0.0055
N06AX12,bupropion,Somnolence,0.0211666666666666
N06AX12,bupropion,Ejaculation disorder,0.0005
N06AX12,bupropion,Vaginal haemorrhage,0.01
G03CA03,estradiol,Abdominal pain,0.0738820325581395
G03CA03,estradiol,Abdominal distension,0.1359784615384615
G03CA03,estradiol,Gastrointestinal pain,0.0756292238095238
G03CA03,estradiol,Alopecia,0.003
G03CA03,estradiol,Amenorrhoea,0.0005
G03CA03,estradiol,Anaphylactic shock,0.0005
G03CA03,estradiol,Angioedema,0.0005
G03CA03,estradiol,Anxiety,0.0251577476190476
G03CA03,estradiol,Aphasia,0.0005
G03CA03,estradiol,Arthralgia,0.0446254555555555
G03CA03,estradiol,Musculoskeletal discomfort,0.0416428742857142
G03CA03,estradiol,Arthritis,0.03703098
G03CA03,estradiol,Asthenia,0.0331543058823529
G03CA03,estradiol,Asthma,0.0184574181818181
G03CA03,estradiol,Back pain,0.053114146875
G03CA03,estradiol,Breast cancer,0.0005
G03CA03,estradiol,Breast disorder,0.0005
G03CA03,estradiol,Breast swelling,0.0005
G03CA03,estradiol,Bronchitis,0.0531775285714285
G03CA03,estradiol,Candida infection,0.0266666666666666
G03CA03,estradiol,Vulvovaginal candidiasis,0.049341925
G03CA03,estradiol,Vulvovaginal mycotic infection,0.045838385
G03CA03,estradiol,Transient ischaemic attack,0.0005
G03CA03,estradiol,Cervical polyp,0.0408194
G03CA03,estradiol,Neck pain,0.0319379
G03CA03,estradiol,Chest pain,0.0210189692307692
G03CA03,estradiol,Cholecystitis,0.0005
G03CA03,estradiol,Cholelithiasis,0.0005
G03CA03,estradiol,Chorea,0.0005
G03CA03,estradiol,Nasopharyngitis,0.0629369863636363
G03CA03,estradiol,Rhinitis,0.037
G03CA03,estradiol,Infection,0.0595874818181818
G03CA03,estradiol,Feeling abnormal,0.0005
G03CA03,estradiol,Conjunctivitis,0.019698425
G03CA03,estradiol,Constipation,0.0344727142857142
G03CA03,estradiol,Contusion,0.0005
G03CA03,estradiol,Cough,0.0190252833333333
G03CA03,estradiol,Cyst,0.03371435
G03CA03,estradiol,Disturbance in sexual arousal,0.0021666666666666
G03CA03,estradiol,Libido decreased,0.0005
G03CA03,estradiol,Depression,0.06372995
G03CA03,estradiol,Dermatitis,0.1021061444444444
G03CA03,estradiol,Diarrhoea,0.0238804222222222
G03CA03,estradiol,Dizziness,0.0765313084210526
G03CA03,estradiol,Dysgeusia,0.0005
G03CA03,estradiol,Dysmenorrhoea,0.01642935
G03CA03,estradiol,Dyspepsia,0.0462067846153846
G03CA03,estradiol,Dyspnoea,0.0005
G03CA03,estradiol,Ear pain,0.0097087333333333
G03CA03,estradiol,Eczema,0.0005
G03CA03,estradiol,Oedema,0.1334166666666666
G03CA03,estradiol,Endometrial hyperplasia,0.0018855625
G03CA03,estradiol,Epilepsy,0.0005
G03CA03,estradiol,Erythema multiforme,0.0005
G03CA03,estradiol,Erythema nodosum,0.0005
G03CA03,estradiol,Rash,0.0967584526315789
G03CA03,estradiol,Fatigue,0.0005
G03CA03,estradiol,Body temperature increased,0.0005
G03CA03,estradiol,Fibrocystic breast disease,0.0005
G03CA03,estradiol,Flatulence,0.0471591333333333
G03CA03,estradiol,Flushing,0.0005
G03CA03,estradiol,Gallbladder disorder,0.0005
G03CA03,estradiol,Gastroenteritis,0.0252852
G03CA03,estradiol,Gynaecomastia,0.0005
G03CA03,estradiol,Headache,0.1419650027027027
G03CA03,estradiol,Haemangioma,0.0005
G03CA03,estradiol,Hemiparesis,0.0005
G03CA03,estradiol,Haemorrhage,0.0005
G03CA03,estradiol,Haemoglobin,0.0005
G03CA03,estradiol,Hirsutism,0.0144835757142857
G03CA03,estradiol,Hyperaesthesia,0.0194315771428571
G03CA03,estradiol,Hyperhidrosis,0.0005
G03CA03,estradiol,Hypersensitivity,0.02388696625
G03CA03,estradiol,Hypertension,0.0316697499999999
G03CA03,estradiol,Hypoaesthesia,0.01810594
G03CA03,estradiol,Hypocalcaemia,0.0005
G03CA03,estradiol,Libido increased,0.003
G03CA03,estradiol,Inflammation,0.0005
G03CA03,estradiol,Influenza,0.0587083125
G03CA03,estradiol,Intestinal obstruction,0.0005
G03CA03,estradiol,Irritability,0.0005
G03CA03,estradiol,Jaundice cholestatic,0.0005
G03CA03,estradiol,Osteoarthritis,0.0206854499999999
G03CA03,estradiol,Arthropathy,0.0206854499999999
G03CA03,estradiol,Muscle spasms,0.0017499999999999
G03CA03,estradiol,Pain in extremity,0.035505496
G03CA03,estradiol,Lethargy,0.0005
G03CA03,estradiol,Vaginal discharge,0.0314579096
G03CA03,estradiol,Breast mass,0.0005
G03CA03,estradiol,Breast pain,0.1135115288888889
G03CA03,estradiol,Chloasma,0.0005
G03CA03,estradiol,Meningioma,0.0005
G03CA03,estradiol,Menorrhagia,0.0005
G03CA03,estradiol,Menstrual disorder,0.505
G03CA03,estradiol,Metrorrhagia,0.0703194
G03CA03,estradiol,Fungal infection,0.0380292
G03CA03,estradiol,Myocardial infarction,0.0005
G03CA03,estradiol,Acute coronary syndrome,0.0005
G03CA03,estradiol,Myoclonus,0.0005
G03CA03,estradiol,Nausea,0.04941281875
G03CA03,estradiol,Nervousness,0.0128333333333333
G03CA03,estradiol,Tension,0.0128333333333333
G03CA03,estradiol,Night sweats,0.0005
G03CA03,estradiol,Otitis media,0.01803092
G03CA03,estradiol,Ovarian cyst,0.0005
G03CA03,estradiol,Pain,0.0698010699999999
G03CA03,estradiol,Palpitations,0.0068333333333333
G03CA03,estradiol,Pancreatitis,0.0005
G03CA03,estradiol,Paraesthesia,0.0005
G03CA03,estradiol,Pelvic pain,0.0005
G03CA03,estradiol,Pharyngitis,0.02691207
G03CA03,estradiol,Phlebitis,0.0005
G03CA03,estradiol,Pneumonia,0.030469666
G03CA03,estradiol,Porphyrin metabolism disorder,0.0005
G03CA03,estradiol,Prurigo,0.0005
G03CA03,estradiol,Pruritus,0.062802194117647
G03CA03,estradiol,Pruritus genital,0.0223888888888888
G03CA03,estradiol,Anorectal discomfort,0.0005
G03CA03,estradiol,Anal pruritus,0.0005
G03CA03,estradiol,Pulmonary embolism,0.0005
G03CA03,estradiol,Vascular purpura,0.0005
G03CA03,estradiol,Purpura,0.0005
G03CA03,estradiol,Respiratory tract infection,0.2260812
G03CA03,estradiol,Retinal vein occlusion,0.0005
G03CA03,estradiol,Shock,0.0005
G03CA03,estradiol,Sinus headache,0.05260905
G03CA03,estradiol,Sinusitis,0.0678675727272727
G03CA03,estradiol,Pigmentation disorder,0.0005
G03CA03,estradiol,Cerebrovascular accident,0.0005
G03CA03,estradiol,Sunburn,0.0005
G03CA03,estradiol,Photosensitivity reaction,0.0005
G03CA03,estradiol,Swelling,0.0005
G03CA03,estradiol,Loss of consciousness,0.0005
G03CA03,estradiol,Syncope,0.0005
G03CA03,estradiol,Tachycardia,0.0005
G03CA03,estradiol,Thrombophlebitis,0.0005
G03CA03,estradiol,Thrombosis,0.0005
G03CA03,estradiol,Tremor,0.0005
G03CA03,estradiol,Ulcer,0.0005
G03CA03,estradiol,Erythema,0.0005
G03CA03,estradiol,Upper respiratory tract infection,0.0660555208333333
G03CA03,estradiol,Urethral disorder,0.0005
G03CA03,estradiol,Pollakiuria,0.0005
G03CA03,estradiol,Urinary tract infection,0.031640836
G03CA03,estradiol,Urticaria,0.0005
G03CA03,estradiol,Uterine leiomyoma,0.003
G03CA03,estradiol,Uterine haemorrhage,0.0005
G03CA03,estradiol,Vulvovaginal pruritus,0.04873315
G03CA03,estradiol,Vaginal infection,0.0403132166666666
G03CA03,estradiol,Vaginal inflammation,0.0439325999999999
G03CA03,estradiol,Vasodilation procedure,0.05005978
G03CA03,estradiol,Visual impairment,0.0005
G03CA03,estradiol,Vomiting,0.003
G03CA03,estradiol,Vulval disorder,0.0005
G03CA03,estradiol,Vulvovaginitis,0.0422802233333333
G03CA03,estradiol,Weight increased,0.0273335735714285
G03CA03,estradiol,Weight decreased,0.0005
G03CA03,estradiol,Dry mouth,0.0005
G03CA03,estradiol,Mood swings,0.0005
G03CA03,estradiol,Affect lability,0.0005
G03CA03,estradiol,Oedema peripheral,0.0212462342857142
G03CA03,estradiol,Breast engorgement,0.0005
G03CA03,estradiol,Breast discharge,0.0005
G03CA03,estradiol,Deep vein thrombosis,0.0005
G03CA03,estradiol,Migraine,0.08398276
G03CA03,estradiol,Application site reaction,0.2743782
G03CA03,estradiol,Oedema genital,0.0005
G03CA03,estradiol,Endometrial disorder,0.06629215
G03CA03,estradiol,Ventricular extrasystoles,0.0005
G03CA03,estradiol,Injury,0.0783457857142857
G03CA03,estradiol,Myocardial ischaemia,0.0005
G03CA03,estradiol,Liver function test abnormal,0.0005
G03CA03,estradiol,Bone pain,0.03
G03CA03,estradiol,Skin discolouration,0.0005
G03CA03,estradiol,Dry skin,0.0005
G03CA03,estradiol,Uterine enlargement,0.0005
G03CA03,estradiol,Sinus congestion,0.0358588833333333
G03CA03,estradiol,Uterine cancer,0.0005
G03CA03,estradiol,Endophthalmitis,0.0005
G03CA03,estradiol,Ocular hyperaemia,0.0005
G03CA03,estradiol,Menstruation irregular,0.0005
G03CA03,estradiol,Malnutrition,0.0753183333333333
G03CA03,estradiol,Reproductive tract disorder,0.0455559
G03CA03,estradiol,Contact lens intolerance,0.0005
G03CA03,estradiol,Malaise,0.0005
G03CA03,estradiol,Discomfort,0.0005
G03CA03,estradiol,Ill-defined disorder,0.0005
G03CA03,estradiol,Myalgia,0.0315766625
G03CA03,estradiol,Decreased appetite,0.0005
G03CA03,estradiol,Abdominal discomfort,0.0005
G03CA03,estradiol,Tenderness,0.0005
G03CA03,estradiol,Dry throat,0.0005
G03CA03,estradiol,Eye irritation,0.0005
G03CA03,estradiol,Thrombophlebitis superficial,0.0005
G03CA03,estradiol,Galactorrhoea,0.0005
G03CA03,estradiol,Vaginal ulceration,0.0005
G03CA03,estradiol,Chest discomfort,0.0005
G03CA03,estradiol,Menopausal symptoms,0.0202969555555555
G03CA03,estradiol,Vulvovaginal discomfort,0.022848732
G03CA03,estradiol,Vulvovaginal pain,0.0005
G03CA03,estradiol,Heart rate irregular,0.0005
G03CA03,estradiol,Nipple pain,0.0194315771428571
G03CA03,estradiol,Perineal pain,0.03
G03CA03,estradiol,Weight fluctuation,0.505
G03CA03,estradiol,Breast tenderness,0.1045631409090909
G03CA03,estradiol,Hepatitis acute,0.0005
G03CA03,estradiol,Fluid retention,0.0005
G03CA03,estradiol,Ectropion of cervix,0.0005
G03CA03,estradiol,Glucose tolerance impaired,0.0005
G03CA03,estradiol,Papule,0.0005
G03CA03,estradiol,Malignant mesenchymoma,0.0005
G03CA03,estradiol,Anaphylactoid reaction,0.0005
G03CA03,estradiol,Genital candidiasis,0.04234434
G03CA03,estradiol,Influenza like illness,0.0427250142857142
G03CA03,estradiol,Blindness,0.0005
G03CA03,estradiol,Endometrial cancer,0.0005
G03CA03,estradiol,Blood pressure increased,0.0005
G03CA03,estradiol,Dementia,0.0005
G03CA03,estradiol,Skin exfoliation,0.55
G03CA03,estradiol,Application site rash,0.0005
G03CA03,estradiol,Drug effect decreased,0.0005
G03CA03,estradiol,Pre-existing disease,0.0005
G03CA03,estradiol,Face oedema,0.0005
G03CA03,estradiol,Cervical discharge,0.505
G03CA03,estradiol,Bradyphrenia,0.0005
G03CA03,estradiol,Uterine pain,0.0238670866666666
G03CA03,estradiol,Gait disturbance,0.0005
G03CA03,estradiol,Family stress,0.025
G03CA03,estradiol,Hot flush,0.0259532285714285
G03CA03,estradiol,Toxic shock syndrome,0.0005
G03CA03,estradiol,Generalised erythema,0.0005
G03CA03,estradiol,Drug ineffective,0.0005
G03CA03,estradiol,Insomnia,0.0364365714285714
G03CA03,estradiol,Retinal vascular thrombosis,0.0005
G03CA03,estradiol,Medical device complication,0.0005
G03CA03,estradiol,Ovarian cancer,0.0005
G03CA03,estradiol,Blood pressure fluctuation,0.0005
G03CA03,estradiol,Breast neoplasm,0.03734128
G03CA03,estradiol,Vaginismus,0.0005
G03CA03,estradiol,Breast enlargement,0.08366815
G03CA03,estradiol,Abnormal withdrawal bleeding,0.25275
G03CA03,estradiol,Vaginal haemorrhage,0.0985345222222222
L02AA02,estradiol,Abdominal pain,0.0738820325581395
L02AA02,estradiol,Abdominal distension,0.1359784615384615
L02AA02,estradiol,Gastrointestinal pain,0.0756292238095238
