flat,drug_name,side_effect_se,freq_mean_y
CID100060953,capecitabine,Bronchitis,0.002
CID100060953,capecitabine,Bronchopneumonia,0.003
CID100060953,capecitabine,Cachexia,0.004
CID100060953,capecitabine,Candida infection,0.0425
CID100060953,capecitabine,Oral candidiasis,0.042499999999999996
CID100060953,capecitabine,Chest pain,0.0194
CID100060953,capecitabine,Confusional state,0.001
CID100060953,capecitabine,Feeling abnormal,0.001
CID100060953,capecitabine,Conjunctivitis,0.03875
CID100060953,capecitabine,Constipation,0.09136363636363637
CID100060953,capecitabine,Cough,0.06433333333333334
CID100060953,capecitabine,Dehydration,0.03642857142857143
CID100060953,capecitabine,Depression,0.026250000000000002
CID100060953,capecitabine,Dermatitis,0.17307692307692307
CID100060953,capecitabine,Diarrhoea,0.28035714285714286
CID100060953,capecitabine,Dizziness,0.04381818181818182
CID100060953,capecitabine,Drug hypersensitivity,0.001
CID100060953,capecitabine,Dysgeusia,0.06916666666666667
CID100060953,capecitabine,Dyspepsia,0.04083333333333333
CID100060953,capecitabine,Dyspnoea,0.0725
CID100060953,capecitabine,Oedema,0.1025
CID100060953,capecitabine,Epistaxis,0.02766666666666667
CID100060953,capecitabine,Rash,0.07
CID100060953,capecitabine,Fatigue,0.18772727272727271
CID100060953,capecitabine,Body temperature increased,0.1040909090909091
CID100060953,capecitabine,Fibrosis,0.001
CID100060953,capecitabine,Flushing,0.05
CID100060953,capecitabine,Gastroenteritis,0.001
CID100060953,capecitabine,Gastrointestinal haemorrhage,0.02625
CID100060953,capecitabine,Headache,0.058499999999999996
CID100060953,capecitabine,Coma hepatic,0.004
CID100060953,capecitabine,Hepatitis,0.001
CID100060953,capecitabine,Hyperbilirubinaemia,0.13699999999999998
CID100060953,capecitabine,Hyperglycaemia,0.21150000000000002
CID100060953,capecitabine,Hyperhidrosis,0.001
CID100060953,capecitabine,Hypersensitivity,0.016
CID100060953,capecitabine,Hypertension,0.001
CID100060953,capecitabine,Hypertriglyceridaemia,0.001
CID100060953,capecitabine,Blood triglycerides increased,0.001
CID100060953,capecitabine,Hypoaesthesia,0.042499999999999996
CID100060953,capecitabine,Hyponatraemia,0.11666666666666665
CID100060953,capecitabine,Hypotension,0.007
CID100060953,capecitabine,Orthostatic hypotension,0.008
CID100060953,capecitabine,Infarction,0.03
CID100060953,capecitabine,Jaundice,0.004
CID100060953,capecitabine,Laryngitis,0.01
CID100060953,capecitabine,Lethargy,0.05500000000000001
CID100060953,capecitabine,Leukopenia,0.37366666666666665
CID100060953,capecitabine,Lymphoedema,0.0165
CID100060953,capecitabine,Lymphopenia,0.5428571428571428
CID100060953,capecitabine,Myocarditis,0.001
CID100060953,capecitabine,Nail disorder,0.06025
CID100060953,capecitabine,Nasopharyngitis,0.03
CID100060953,capecitabine,Nausea,0.26125000000000004
CID100060953,capecitabine,Neutropenia,0.25653846153846155
CID100060953,capecitabine,Pain,0.04766666666666667
CID100060953,capecitabine,Pain in extremity,0.045
CID100060953,capecitabine,Pancytopenia,0.001
CID100060953,capecitabine,Paraesthesia,0.09625
CID100060953,capecitabine,Neuropathy peripheral,0.05500000000000001
CID100060953,capecitabine,Pharyngeal disorder,0.05
CID100060953,capecitabine,Pleural effusion,0.04
CID100060953,capecitabine,Pneumonia,0.002
CID100060953,capecitabine,Pruritus,0.05
CID100060953,capecitabine,Pulmonary embolism,0.002
CID100060953,capecitabine,Purpura,0.01
CID100060953,capecitabine,Renal failure,0.004666666666666667
CID100060953,capecitabine,Gastric ulcer,0.001
CID100060953,capecitabine,Stomatitis,0.2173076923076923
CID100060953,capecitabine,Cerebrovascular accident,0.001
CID100060953,capecitabine,Loss of consciousness,0.005333333333333333
CID100060953,capecitabine,Shock,0.012
CID100060953,capecitabine,Syncope,0.012
CID100060953,capecitabine,Tachycardia,0.001
CID100060953,capecitabine,Supraventricular tachycardia,0.004
CID100060953,capecitabine,Thrombocytopenia,0.10600000000000001
CID100060953,capecitabine,Thrombophlebitis,0.004
CID100060953,capecitabine,Erythema,0.03125
CID100060953,capecitabine,Urinary tract infection,0.0225
CID100060953,capecitabine,Venous thrombosis,0.039
CID100060953,capecitabine,Visual impairment,0.035
CID100060953,capecitabine,Vomiting,0.16291666666666668
CID100060953,capecitabine,Weight decreased,0.05
CID100060953,capecitabine,Idiopathic thrombocytopenic purpura,0.01
CID100060953,capecitabine,Dry mouth,0.027500000000000004
CID100060953,capecitabine,Encephalopathy,0.001
CID100060953,capecitabine,Hepatic failure,0.0022500000000000003
CID100060953,capecitabine,Onycholysis,0.030000000000000002
CID100060953,capecitabine,Hepatitis cholestatic,0.00075
CID100060953,capecitabine,Migraine,0.004
CID100060953,capecitabine,Peripheral sensory neuropathy,0.07
CID100060953,capecitabine,Diarrhoea haemorrhagic,0.008
CID100060953,capecitabine,Liver function test abnormal,0.004
CID100060953,capecitabine,Bone pain,0.0315
CID100060953,capecitabine,Blood alkaline phosphatase increased,0.15957142857142856
CID100060953,capecitabine,Aspartate aminotransferase increased,0.26
CID100060953,capecitabine,Skin discolouration,0.041666666666666664
CID100060953,capecitabine,Oesophageal ulcer,0.004
CID100060953,capecitabine,Polyneuropathy,0.004
CID100060953,capecitabine,Lacrimation increased,0.037500000000000006
CID100060953,capecitabine,Haemoglobin decreased,0.14479999999999998
CID100060953,capecitabine,Photosensitivity reaction,0.001
CID100060953,capecitabine,Nail discolouration,0.0225
CID100060953,capecitabine,Myalgia,0.12
CID100060953,capecitabine,Abdominal pain upper,0.04625
CID100060953,capecitabine,Rash erythematous,0.027500000000000004
CID100060953,capecitabine,Eye irritation,0.079
CID100060953,capecitabine,Hepatotoxicity,0.004
CID100060953,capecitabine,Blood creatinine increased,0.04857142857142858
CID100060953,capecitabine,Hepatic fibrosis,0.001
CID100060953,capecitabine,Oropharyngeal discomfort,0.04875
CID100060953,capecitabine,Oropharyngeal pain,0.04875
CID100060953,capecitabine,Sepsis,0.0035
CID100060953,capecitabine,Blood bilirubin increased,0.2426666666666667
CID100060953,capecitabine,Platelet count decreased,0.08788888888888889
CID100060953,capecitabine,Oral discomfort,0.1
CID100060953,capecitabine,Respiratory distress,0.001
CID100060953,capecitabine,Necrotising colitis,0.004
CID100060953,capecitabine,Necrotising enterocolitis neonatal,0.004
CID100060953,capecitabine,Recall phenomenon,0.002
CID100060953,capecitabine,Influenza like illness,0.05
CID100060953,capecitabine,Hypercalcaemia,0.024399999999999998
CID100060953,capecitabine,Prothrombin level decreased,0.004
CID100060953,capecitabine,Febrile neutropenia,0.11599999999999999
CID100060953,capecitabine,Hand and foot syndrome secondary to sickle cell anaemia,0.225
CID100060953,capecitabine,Palmar-plantar erythrodysaesthesia syndrome,0.225
CID100060953,capecitabine,Gastrointestinal motility disorder,0.05833333333333334
CID100060953,capecitabine,Blood potassium decreased,0.10025
CID100060953,capecitabine,Blood calcium decreased,0.0618
CID100060953,capecitabine,Neutropenic sepsis,0.024
CID100060953,capecitabine,Insomnia,0.06375
CID100060953,capecitabine,Ileus,0.026714285714285715
CID100060953,capecitabine,Rhinorrhoea,0.03
CID100060953,capecitabine,Renal impairment,0.006
CID100060953,capecitabine,Ageusia,0.008
CID100060953,capecitabine,Mood swings,0.03833333333333333
CID100061799,monomethylfumarate,Gastrointestinal pain,0.14
CID100061799,monomethylfumarate,Abdominal pain,0.14
CID100061799,monomethylfumarate,Diarrhoea,0.125
CID100061799,monomethylfumarate,Dyspepsia,0.04
CID100061799,monomethylfumarate,Rash,0.055
CID100061799,monomethylfumarate,Dermatitis,0.055
CID100061799,monomethylfumarate,Flushing,0.23
CID100061799,monomethylfumarate,Lymphopenia,0.0125
CID100061799,monomethylfumarate,Nausea,0.105
CID100061799,monomethylfumarate,Pruritus,0.06
CID100061799,monomethylfumarate,Erythema,0.030000000000000002
CID100061799,monomethylfumarate,Vomiting,0.07
CID100061799,monomethylfumarate,Aspartate aminotransferase increased,0.03
CID100061799,monomethylfumarate,Albumin urine present,0.05
CID100062819,Metrodin,Abdominal pain,0.07482473581395349
CID100062819,Metrodin,Abdominal distension,0.10981397500000001
CID100062819,Metrodin,Gastrointestinal pain,0.0732729438095238
CID100062819,Metrodin,Abortion spontaneous,0.06982219285714285
CID100062819,Metrodin,Anaphylactic shock,0.0002
CID100062819,Metrodin,Asthma,0.000275
CID100062819,Metrodin,Back pain,0.035048199999999995
CID100062819,Metrodin,Breast disorder,0.25275
CID100062819,Metrodin,Neck pain,0.0135135
CID100062819,Metrodin,Cervix disorder,0.015190466666666666
CID100062819,Metrodin,Infection,0.0005
CID100062819,Metrodin,Connective tissue disorder,0.0005
CID100062819,Metrodin,Constipation,0.014324680000000001
CID100062819,Metrodin,Contusion,0.0005
CID100062819,Metrodin,Cough,0.022365466666666667
CID100062819,Metrodin,Cystitis noninfective,0.0240964
CID100062819,Metrodin,Cystitis,0.0240964
CID100062819,Metrodin,Bladder pain,0.0240964
CID100062819,Metrodin,Cyst,0.05482625
CID100062819,Metrodin,Dehydration,0.0135135
CID100062819,Metrodin,Depression,0.0135135
CID100062819,Metrodin,Dermatitis exfoliative,0.0135135
CID100062819,Metrodin,Dermoid cyst,0.0333333
CID100062819,Metrodin,Diarrhoea,0.09709594285714285
CID100062819,Metrodin,Dizziness,0.01754835
CID100062819,Metrodin,Dysmenorrhoea,0.043
CID100062819,Metrodin,Dyspepsia,0.02536546666666667
CID100062819,Metrodin,Rash,0.02016666666666667
CID100062819,Metrodin,Dermatitis,0.02016666666666667
CID100062819,Metrodin,Fatigue,0.0226365
CID100062819,Metrodin,Asthenia,0.0226365
CID100062819,Metrodin,Foetal disorder,0.042
CID100062819,Metrodin,Body temperature increased,0.023495683333333333
CID100062819,Metrodin,Flatulence,0.04562892
CID100062819,Metrodin,Gastrointestinal disorder,0.0005
CID100062819,Metrodin,Gynaecomastia,0.26916665
CID100062819,Metrodin,Headache,0.13878495333333335
CID100062819,Metrodin,Hypersensitivity,0.000275
CID100062819,Metrodin,Hypertension,0.0135135
CID100062819,Metrodin,Immune system disorder,5e-05
CID100062819,Metrodin,Muscle spasms,0.02420002
CID100062819,Metrodin,Vaginal discharge,0.017555566666666668
CID100062819,Metrodin,Breast pain,0.054413666666666666
CID100062819,Metrodin,Mediastinal disorder,5e-05
CID100062819,Metrodin,Menstrual disorder,0.017
CID100062819,Metrodin,Metrorrhagia,0.04391245
CID100062819,Metrodin,Fungal infection,0.02
CID100062819,Metrodin,Nasopharyngitis,0.0005
CID100062819,Metrodin,Nausea,0.07600428714285713
CID100062819,Metrodin,Nervous system disorder,0.25275
CID100062819,Metrodin,Ovarian cyst,0.1431958375
CID100062819,Metrodin,Ovarian disorder,0.034530500000000006
CID100062819,Metrodin,Pain,0.04311463636363636
CID100062819,Metrodin,Pelvic pain,0.03286015
CID100062819,Metrodin,Pharyngitis,0.0440964
CID100062819,Metrodin,Ectopic pregnancy,0.02328544
CID100062819,Metrodin,Multiple pregnancy,0.0005
CID100062819,Metrodin,Pruritus,0.0005
CID100062819,Metrodin,Rhinitis,0.03542973333333333
CID100062819,Metrodin,Shock,5e-05
CID100062819,Metrodin,Sinusitis,0.04606025
CID100062819,Metrodin,Skin disorder,0.25275
CID100062819,Metrodin,Mouth ulceration,0.0240964
CID100062819,Metrodin,Swelling,0.0005
CID100062819,Metrodin,Embolism,0.000275
CID100062819,Metrodin,Embolism venous,0.000275
CID100062819,Metrodin,Toothache,0.0361446
CID100062819,Metrodin,Erythema,0.0005
CID100062819,Metrodin,Upper respiratory tract infection,0.06275
CID100062819,Metrodin,Pollakiuria,0.0240964
CID100062819,Metrodin,Urinary tract infection,0.02031005
CID100062819,Metrodin,Uterine haemorrhage,0.0240964
CID100062819,Metrodin,Varicocele,0.505
CID100062819,Metrodin,Angiopathy,0.0005
CID100062819,Metrodin,Viral infection,0.0240964
CID100062819,Metrodin,Vomiting,0.09725450000000001
CID100062819,Metrodin,Weight increased,0.14239285000000002
CID100062819,Metrodin,Ovarian hyperstimulation syndrome,0.06646910681818181
CID100062819,Metrodin,Mood swings,0.0248054
CID100062819,Metrodin,Affect lability,0.0248054
CID100062819,Metrodin,Migraine,0.0361446
CID100062819,Metrodin,Injection site haemorrhage,0.0970464
CID100062819,Metrodin,Injection site inflammation,0.03314525
CID100062819,Metrodin,Injection site reaction,0.13987216
CID100062819,Metrodin,Injury,0.0135135
CID100062819,Metrodin,Injection site pain,0.027103290000000002
CID100062819,Metrodin,Malaise,0.0240964
CID100062819,Metrodin,Discomfort,0.0240964
CID100062819,Metrodin,Feeling abnormal,0.0240964
CID100062819,Metrodin,Ill-defined disorder,0.0240964
CID100062819,Metrodin,Abdominal discomfort,0.137375
CID100062819,Metrodin,Abdominal pain lower,0.0217484
CID100062819,Metrodin,Application site oedema,0.0253165
CID100062819,Metrodin,Breast tenderness,0.01025
CID100062819,Metrodin,Anaphylactoid reaction,0.0005
CID100062819,Metrodin,Genital candidiasis,0.017
CID100062819,Metrodin,Ovarian enlargement,0.0005
CID100062819,Metrodin,Influenza like illness,0.034
CID100062819,Metrodin,Injection site bruising,0.0970464
CID100062819,Metrodin,Hot flush,0.024347860000000002
CID100062819,Metrodin,Menopausal symptoms,0.024347860000000002
CID100062819,Metrodin,Acne,0.10062610000000001
CID100062819,Metrodin,Vaginal haemorrhage,0.029471938095238098
CID100062819,Metrodin,Infestation,0.0005
CID100062819,Metrodin,Genital pain,0.0240964
CID100062819,Metrodin,Pelvic discomfort,0.0825566
CID100062924,fluticasone,Gastrointestinal pain,0.015
CID100062924,fluticasone,Abdominal pain,0.015
CID100062924,fluticasone,Aggression,0.0005
CID100062924,fluticasone,Anaphylactic shock,0.0005
CID100062924,fluticasone,Angioedema,0.0005
CID100062924,fluticasone,Anxiety,0.0005
CID100062924,fluticasone,Aphonia,0.0005
CID100062924,fluticasone,Asthma,0.03835714285714286
CID100062924,fluticasone,Back pain,0.01692091
CID100062924,fluticasone,Blister,0.002463055
CID100062924,fluticasone,Dermatitis bullous,0.002463055
CID100062924,fluticasone,Bronchospasm,0.0005
CID100062924,fluticasone,Bronchitis,0.05
CID100062924,fluticasone,Candida infection,0.035666666666666666
CID100062924,fluticasone,Oral candidiasis,0.04357142857142857
CID100062924,fluticasone,Leukocytoclastic vasculitis,0.0005
CID100062924,fluticasone,Allergic granulomatous angiitis,0.0005
CID100062924,fluticasone,Nasopharyngitis,0.07054125625
CID100062924,fluticasone,Rhinitis,0.019470282222222222
CID100062924,fluticasone,Infection,0.0005
CID100062924,fluticasone,Contusion,0.0005
CID100062924,fluticasone,Cough,0.03175735294117647
CID100062924,fluticasone,Cushing's syndrome,0.0005
CID100062924,fluticasone,Dental caries,0.0005
CID100062924,fluticasone,Dermatitis,0.005445164285714286
CID100062924,fluticasone,Dermatitis atopic,0.0027486257142857145
CID100062924,fluticasone,Dermatitis contact,0.002304145
CID100062924,fluticasone,Diarrhoea,0.00678735
CID100062924,fluticasone,Dyspnoea,0.0005
CID100062924,fluticasone,Ecchymosis,0.0005
CID100062924,fluticasone,Eczema,0.008311222
CID100062924,fluticasone,Oedema,0.0005
CID100062924,fluticasone,Epistaxis,0.0516503875
CID100062924,fluticasone,Rash,0.0080922475
CID100062924,fluticasone,Excoriation,0.02
CID100062924,fluticasone,Body temperature increased,0.03556154444444445
CID100062924,fluticasone,Folliculitis,0.004684445000000001
CID100062924,fluticasone,Gastrointestinal disorder,0.0005
CID100062924,fluticasone,Glycosuria,0.0005
CID100062924,fluticasone,Seasonal allergy,0.011437335
CID100062924,fluticasone,Rhinitis seasonal,0.011437335
CID100062924,fluticasone,Headache,0.08060295909090909
CID100062924,fluticasone,Haemorrhage,0.0005
CID100062924,fluticasone,Haemoglobin,0.0005
CID100062924,fluticasone,Herpes simplex,0.002463055
CID100062924,fluticasone,Dysphonia,0.028749999999999998
CID100062924,fluticasone,Hyperglycaemia,0.0005
CID100062924,fluticasone,Hypersensitivity,0.0005
CID100062924,fluticasone,Type IV hypersensitivity reaction,0.0005
CID100062924,fluticasone,Immune system disorder,0.0005
CID100062924,fluticasone,Impetigo,0.00238095
CID100062924,fluticasone,Inflammation,0.022
CID100062924,fluticasone,Influenza,0.0331561
CID100062924,fluticasone,Irritability,0.0005
CID100062924,fluticasone,Leukopenia,0.0005
CID100062924,fluticasone,Mediastinal disorder,0.0005
CID100062924,fluticasone,Musculoskeletal pain,0.032
CID100062924,fluticasone,Nausea,0.0355
CID100062924,fluticasone,Osteoporosis,0.0005
CID100062924,fluticasone,Pain,0.021505712941176473
CID100062924,fluticasone,Pharyngitis,0.04435714285714286
CID100062924,fluticasone,Pneumonia,0.0005
CID100062924,fluticasone,Pruritus,0.014868536363636364
CID100062924,fluticasone,Respiratory tract infection,0.032
CID100062924,fluticasone,Sinusitis,0.048248297
CID100062924,fluticasone,Skin infection,0.0061956
CID100062924,fluticasone,Swelling,0.0005
CID100062924,fluticasone,Thrombocytopenia,0.0005
CID100062924,fluticasone,Tooth discolouration,0.0005
CID100062924,fluticasone,Toothache,0.017499999999999998
CID100062924,fluticasone,Ulcer,0.009099435
CID100062924,fluticasone,Erythema,0.007588055
CID100062924,fluticasone,Upper respiratory tract infection,0.11495061666666667
CID100062924,fluticasone,Urticaria,0.01025
CID100062924,fluticasone,Vasculitis,0.0005
CID100062924,fluticasone,Viral infection,0.0225
CID100062924,fluticasone,Vomiting,0.030679129
CID100062924,fluticasone,Skin papilloma,0.002463055
CID100062924,fluticasone,Weight increased,0.0005
CID100062924,fluticasone,Wheezing,0.004774966666666667
CID100062924,fluticasone,Agitation,0.0005
CID100062924,fluticasone,Cataract,0.0005
CID100062924,fluticasone,Skin discolouration,0.0005
CID100062924,fluticasone,Dry skin,0.07
CID100062924,fluticasone,Skin irritation,0.012807873333333332
CID100062924,fluticasone,Viral diarrhoea,0.015
CID100062924,fluticasone,Dermatitis acneiform,0.0005
CID100062924,fluticasone,Nasal dryness,0.0005
CID100062924,fluticasone,Chest discomfort,0.0005
CID100062924,fluticasone,Tenderness,0.0005
CID100062924,fluticasone,Rash erythematous,0.02
CID100062924,fluticasone,Nasal septum perforation,0.0005
CID100062924,fluticasone,Bronchospasm paradoxical,0.0005
CID100062924,fluticasone,Oesophageal candidiasis,0.0005
CID100062924,fluticasone,Nasal discomfort,0.015136363636363637
CID100062924,fluticasone,Rash pustular,0.002262445
CID100062924,fluticasone,Oropharyngeal pain,0.023333333333333334
CID100062924,fluticasone,Sepsis,0.0005
CID100062924,fluticasone,Atrophy,0.0005
CID100062924,fluticasone,Vision blurred,0.0005
CID100062924,fluticasone,Muscle injury,0.018
CID100062924,fluticasone,Hyperkinesia,0.0005
CID100062924,fluticasone,Ear infection,0.0136998
CID100062924,fluticasone,Throat irritation,0.08687500000000001
CID100062924,fluticasone,Infestation,0.0005
CID100062924,fluticasone,Oropharyngeal swelling,0.0005
CID100062924,fluticasone,Laryngeal pain,0.0268061
CID100062924,fluticasone,Oropharyngeal candidiasis,0.015
CID100062924,fluticasone,Rhinalgia,0.0005
